Iteration	Loss
1033	0.266522
1034	0.243156
1035	0.276587
1036	0.261386
1037	0.235963
1038	0.260955
1039	0.278111
1040	0.265556
1041	0.262085
1042	0.272995
1043	0.247611
1044	0.253230
1045	0.228187
1046	0.238940
1047	0.232950
1048	0.261043
1049	0.277080
1050	0.248402
1051	0.260073
1052	0.248352
1053	0.235050
1054	0.248972
1055	0.258485
1056	0.261963
1057	0.239281
1058	0.233824
1059	0.268454
1060	0.263869
1061	0.244164
1062	0.263743
1063	0.262709
1064	0.245009
1065	0.253901
1066	0.253884
1067	0.242803
1068	0.248111
1069	0.253263
1070	0.244116
1071	0.264587
1072	0.261474
1073	0.277815
1074	0.291985
1075	0.274171
1076	0.255372
1077	0.252753
1078	0.256259
1079	0.245734
1080	0.258689
1081	0.262765
1082	0.238300
1083	0.249241
1084	0.247326
1085	0.242615
1086	0.245355
1087	0.234254
1088	0.260334
1089	0.243997
1090	0.262900
1091	0.242430
1092	0.255520
1093	0.261445
1094	0.271589
1095	0.257986
1096	0.248262
1097	0.265365
1098	0.256794
1099	0.251691
1100	0.263433
1101	0.234654
1102	0.229738
1103	0.239735
1104	0.257152
1105	0.237424
1106	0.259127
1107	0.237933
1108	0.243173
1109	0.251219
1110	0.223185
1111	0.243477
1112	0.258335
1113	0.242602
1114	0.262384
1115	0.237668
1116	0.255437
1117	0.257040
1118	0.239491
1119	0.264136
1120	0.252869
1121	0.241919
1122	0.250029
1123	0.222347
1124	0.258693
1125	0.257646
1126	0.226466
1127	0.257598
1128	0.254196
1129	0.266820
1130	0.245486
1131	0.239411
1132	0.234092
1133	0.240280
1134	0.253094
1135	0.217637
1136	0.246889
1137	0.229279
1138	0.242352
1139	0.215863
1140	0.253560
1141	0.242344
1142	0.241293
1143	0.245498
1144	0.228883
1145	0.255395
1146	0.209487
1147	0.236133
1148	0.263880
1149	0.247124
1150	0.267266
1151	0.228862
1152	0.225974
1153	0.245854
1154	0.261084
1155	0.230244
1156	0.225759
1157	0.230684
1158	0.252295
1159	0.263340
1160	0.236119
1161	0.236527
1162	0.279255
1163	0.245640
1164	0.243980
1165	0.237553
1166	0.218209
1167	0.249965
1168	0.362468
1169	0.394848
1170	0.280298
1171	0.356863
1172	0.348358
1173	0.240164
1174	0.289709
1175	0.298126
1176	0.283992
1177	0.251554
1178	0.309924
1179	0.257274
1180	0.283149
1181	0.261229
1182	0.284531
1183	0.261594
1184	0.243897
1185	0.266061
1186	0.262166
1187	0.252391
1188	0.245956
1189	0.240776
1190	0.236453
1191	0.260051
1192	0.227442
1193	0.254131
1194	0.245722
1195	0.258865
1196	0.244400
1197	0.264290
1198	0.236619
1199	0.257657
1200	0.225508
1201	0.244799
1202	0.228500
1203	0.241008
1204	0.236135
1205	0.220153
1206	0.226151
1207	0.257302
1208	0.231727
1209	0.230026
1210	0.236127
1211	0.258174
1212	0.238623
1213	0.249987
1214	0.254036
1215	0.207487
1216	0.221233
1217	0.250993
1218	0.232506
1219	0.230740
1220	0.203543
1221	0.228109
1222	0.243371
1223	0.232143
1224	0.211697
1225	0.231126
1226	0.231755
1227	0.211327
1228	0.245219
1229	0.245556
1230	0.231113
1231	0.250520
1232	0.216684
1233	0.243691
1234	0.232546
1235	0.246956
1236	0.226315
1237	0.227174
1238	0.228973
1239	0.232353
1240	0.240495
1241	0.231547
1242	0.241776
1243	0.233708
1244	0.214602
1245	0.220303
1246	0.237858
1247	0.249614
1248	0.239282
1249	0.221266
1250	0.223637
1251	0.212845
1252	0.225060
1253	0.227692
1254	0.214261
1255	0.241084
1256	0.246341
1257	0.228445
1258	0.232239
1259	0.214673
1260	0.215137
1261	0.222734
1262	0.219845
1263	0.216566
1264	0.247556
1265	0.208425
1266	0.218606
1267	0.231086
1268	0.202963
1269	0.224116
1270	0.214761
1271	0.218874
1272	0.268786
1273	0.204200
1274	0.231630
1275	0.241959
1276	0.215653
1277	0.205397
1278	0.220596
1279	0.214520
1280	0.224317
1281	0.231732
1282	0.217594
1283	0.239168
1284	0.231228
1285	0.201080
1286	0.221484
1287	0.236305
1288	0.223309
1289	0.232606
1290	0.232196
1291	0.232479
1292	0.237727
1293	0.203287
1294	0.230674
1295	0.215083
1296	0.220253
1297	0.225433
1298	0.236217
1299	0.240875
1300	0.223993
1301	0.225969
1302	0.225791
1303	0.222415
1304	0.210320
1305	0.218749
1306	0.228032
1307	0.213518
1308	0.221045
1309	0.233838
1310	0.228490
1311	0.239128
1312	0.194081
1313	0.224046
1314	0.198505
1315	0.226202
1316	0.227535
1317	0.239057
1318	0.227823
1319	0.195974
1320	0.229175
1321	0.232423
1322	0.197634
1323	0.203791
1324	0.212761
1325	0.214976
1326	0.216834
1327	0.215106
1328	0.205430
1329	0.222689
1330	0.209653
1331	0.220147
1332	0.228102
1333	0.237343
1334	0.192522
1335	0.209329
1336	0.212645
1337	0.205653
1338	0.218112
1339	0.230206
1340	0.207350
1341	0.210298
1342	0.227481
1343	0.221849
1344	0.214940
1345	0.213121
1346	0.226418
1347	0.225417
1348	0.231087
1349	0.215244
1350	0.212459
1351	0.234171
1352	0.224293
1353	0.193448
1354	0.214007
1355	0.201523
1356	0.206188
1357	0.223893
1358	0.247343
1359	0.232337
1360	0.311950
1361	0.192985
1362	0.493196
1363	0.363224
1364	0.339948
1365	0.622449
1366	0.393292
1367	0.294705
1368	0.424407
1369	0.365878
1370	0.350569
1371	0.334881
1372	0.313442
1373	0.290307
1374	0.316626
1375	0.302526
1376	0.277773
1377	0.298178
1378	0.311302
1379	0.289388
1380	0.299438
1381	0.261757
1382	0.279235
1383	0.282319
1384	0.268665
1385	0.268869
1386	0.232600
1387	0.237424
1388	0.277127
1389	0.251574
1390	0.256656
1391	0.250103
1392	0.268432
1393	0.226192
1394	0.241859
1395	0.238965
1396	0.252785
1397	0.234988
1398	0.219946
1399	0.245036
1400	0.219300
1401	0.224107
1402	0.234549
1403	0.213433
1404	0.219907
1405	0.237367
1406	0.220338
1407	0.221656
1408	0.209644
1409	0.230946
1410	0.215096
1411	0.231188
1412	0.214600
1413	0.225431
1414	0.254310
1415	0.211789
1416	0.226375
1417	0.214868
1418	0.232677
1419	0.191387
1420	0.214273
1421	0.206549
1422	0.227933
1423	0.213625
1424	0.195674
1425	0.212776
1426	0.220013
1427	0.199930
1428	0.186182
1429	0.210054
1430	0.203760
1431	0.201955
1432	0.212085
1433	0.210657
1434	0.193338
1435	0.210199
1436	0.222597
1437	0.200928
1438	0.222990
1439	0.206778
1440	0.205646
1441	0.186966
1442	0.207368
1443	0.213899
1444	0.211423
1445	0.206248
1446	0.209520
1447	0.192915
1448	0.207517
1449	0.195283
1450	0.209289
1451	0.201292
1452	0.225401
1453	0.220621
1454	0.198652
1455	0.212988
1456	0.205878
1457	0.187137
1458	0.250880
1459	0.221076
1460	0.218117
1461	0.210282
1462	0.208862
1463	0.189592
1464	0.206700
1465	0.188188
1466	0.183162
1467	0.200808
1468	0.200368
1469	0.225911
1470	0.197869
1471	0.204057
1472	0.205496
1473	0.197538
1474	0.195060
1475	0.199916
1476	0.214148
1477	0.203138
1478	0.226776
1479	0.199909
1480	0.202821
1481	0.207924
1482	0.198074
1483	0.223340
1484	0.199138
1485	0.243058
1486	0.204579
1487	0.220912
1488	0.219788
1489	0.198129
1490	0.207509
1491	0.213066
1492	0.227490
1493	0.218402
1494	0.224739
1495	0.211107
1496	0.213797
1497	0.203352
1498	0.201405
1499	0.205571
1500	0.207636
1501	0.227591
1502	0.211530
1503	0.222220
1504	0.195102
1505	0.194046
1506	0.195427
1507	0.178046
1508	0.209146
1509	0.192037
1510	0.229269
1511	0.206916
1512	0.213495
1513	0.217242
1514	0.235633
1515	0.188914
1516	0.189312
1517	0.191270
1518	0.205556
1519	0.206858
1520	0.191930
1521	0.222831
1522	0.212337
1523	0.210866
1524	0.198572
1525	0.211174
1526	0.206718
1527	0.197242
1528	0.192008
1529	0.204788
1530	0.204494
1531	0.209437
1532	0.211627
1533	0.202183
1534	0.218841
1535	0.216586
1536	0.213493
1537	0.196566
1538	0.217332
1539	0.199960
1540	0.199486
1541	0.192216
1542	0.181646
1543	0.204403
1544	0.204501
1545	0.198523
1546	0.186670
1547	0.211367
1548	0.201098
1549	0.202009
1550	0.204588
1551	0.181624
1552	0.266834
1553	0.297660
1554	0.327683
1555	0.204433
1556	0.470452
1557	0.496709
1558	0.233656
1559	0.440860
1560	0.371272
1561	0.262680
1562	0.306396
1563	0.337952
1564	0.332935
1565	0.272971
1566	0.302653
1567	0.275213
1568	0.239235
1569	0.255776
1570	0.279518
1571	0.268096
1572	0.251462
1573	0.233374
1574	0.263580
1575	0.254446
1576	0.226593
1577	0.233507
1578	0.260663
1579	0.246672
1580	0.216924
1581	0.243057
1582	0.252987
1583	0.192978
1584	0.249808
1585	0.240020
1586	0.207231
1587	0.217242
1588	0.211484
1589	0.209166
1590	0.203610
1591	0.200500
1592	0.204554
1593	0.197659
1594	0.217638
1595	0.192042
1596	0.222696
1597	0.203434
1598	0.198178
1599	0.214938
1600	0.190698
1601	0.204173
1602	0.206835
1603	0.195806
1604	0.204493
1605	0.189915
1606	0.185638
1607	0.214378
1608	0.208256
1609	0.215545
1610	0.202499
1611	0.212377
1612	0.202027
1613	0.196840
1614	0.229949
1615	0.212020
1616	0.196020
1617	0.206650
1618	0.191969
1619	0.204365
1620	0.183805
1621	0.220257
1622	0.196497
1623	0.192736
1624	0.207489
1625	0.201460
1626	0.189735
1627	0.196665
1628	0.208178
1629	0.181964
1630	0.204773
1631	0.200406
1632	0.194249
1633	0.202087
1634	0.186586
1635	0.180671
1636	0.193342
1637	0.185203
1638	0.201400
1639	0.189527
1640	0.194913
1641	0.199493
1642	0.183739
1643	0.167398
1644	0.201866
1645	0.187634
1646	0.166907
1647	0.192990
1648	0.187190
1649	0.194849
1650	0.197578
1651	0.187241
1652	0.171751
1653	0.189728
1654	0.187638
1655	0.220418
1656	0.202344
1657	0.214911
1658	0.222196
1659	0.203903
1660	0.211787
1661	0.206956
1662	0.194660
1663	0.210540
1664	0.214298
1665	0.186761
1666	0.196634
1667	0.208575
1668	0.180731
1669	0.198474
1670	0.185840
1671	0.177462
1672	0.190278
1673	0.185565
1674	0.201039
1675	0.199063
1676	0.191304
1677	0.184834
1678	0.185401
1679	0.178179
1680	0.185042
1681	0.198831
1682	0.192990
1683	0.225699
1684	0.173659
1685	0.201101
1686	0.204206
1687	0.188847
1688	0.216445
1689	0.183156
1690	0.200691
1691	0.214406
1692	0.197303
1693	0.188405
1694	0.185548
1695	0.191806
1696	0.194985
1697	0.189385
1698	0.198744
1699	0.186758
1700	0.190985
1701	0.185113
1702	0.208562
1703	0.189945
1704	0.205625
1705	0.178000
1706	0.174885
1707	0.171501
1708	0.202750
1709	0.182224
1710	0.197853
1711	0.179306
1712	0.182653
1713	0.169433
1714	0.205011
1715	0.202601
1716	0.193832
1717	0.188443
1718	0.181557
1719	0.192365
1720	0.213148
1721	0.194688
1722	0.198341
1723	0.172601
1724	0.179883
1725	0.199847
1726	0.199703
1727	0.179613
1728	0.176619
1729	0.181285
1730	0.191756
1731	0.191030
1732	0.205173
1733	0.189317
1734	0.200894
1735	0.174965
1736	0.176602
1737	0.188615
1738	0.180560
1739	0.189647
1740	0.200159
1741	0.184354
1742	0.196920
1743	0.175785
1744	0.185903
1745	0.192410
1746	0.186568
1747	0.175055
1748	0.279479
1749	0.162006
1750	0.449729
1751	0.390831
1752	0.315645
1753	0.476233
1754	0.377928
1755	0.202807
1756	0.342880
1757	0.287256
1758	0.274719
1759	0.275747
1760	0.293687
1761	0.231433
1762	0.237075
1763	0.254337
1764	0.246805
1765	0.253624
1766	0.243128
1767	0.226425
1768	0.233699
1769	0.215258
1770	0.208983
1771	0.198463
1772	0.191756
1773	0.228760
1774	0.212912
1775	0.217576
1776	0.190992
1777	0.195193
1778	0.204775
1779	0.200285
1780	0.198030
1781	0.195066
1782	0.192958
1783	0.187071
1784	0.195820
1785	0.190555
1786	0.192162
1787	0.189874
1788	0.177064
1789	0.180749
1790	0.202276
1791	0.208766
1792	0.207182
1793	0.206050
1794	0.197017
1795	0.204405
1796	0.185069
1797	0.185181
1798	0.184577
1799	0.214540
1800	0.208059
1801	0.202958
1802	0.187872
1803	0.192158
1804	0.183866
1805	0.191170
1806	0.185421
1807	0.187725
1808	0.205046
1809	0.188201
1810	0.194914
1811	0.192367
1812	0.174035
1813	0.172190
1814	0.188717
1815	0.174923
1816	0.179202
1817	0.207677
1818	0.171842
1819	0.189216
1820	0.175005
1821	0.215739
1822	0.164524
1823	0.169726
1824	0.195111
1825	0.176195
1826	0.200546
1827	0.187870
1828	0.208694
1829	0.189123
1830	0.179866
1831	0.150819
1832	0.173012
1833	0.193822
1834	0.171565
1835	0.158255
1836	0.165985
1837	0.183200
1838	0.185737
1839	0.206160
1840	0.224853
1841	0.184432
1842	0.186690
1843	0.188712
1844	0.179383
1845	0.191049
1846	0.182451
1847	0.203842
1848	0.192251
1849	0.202830
1850	0.194415
1851	0.175295
1852	0.200734
1853	0.199979
1854	0.180817
1855	0.172031
1856	0.169136
1857	0.187866
1858	0.183713
1859	0.181193
1860	0.181891
1861	0.176401
1862	0.186737
1863	0.175941
1864	0.165678
1865	0.176977
1866	0.187192
1867	0.178426
1868	0.178356
1869	0.182007
1870	0.169085
1871	0.188950
